onset_seconds,speaker_id,text
0.0,1,"Bom dia, Mateus."
2.0,2,Bom dia
8.0,1,Tá sol aí agora?
11.0,2,"Cara, hoje fez um sol na passada tava tempo ruim, viu? Acho que vai ficar só hoje o dia só mas acho que nos próximos dias."
22.0,1,E daí tá gostando do afastado lá
24.0,2,É exato hoje não hoje não vai chover. Mas amanhã tem 50 anos de chuva. E aí a partir de quarta-feira 15 18 graus com chuva? Aí já fica triste.
59.0,1,da [PARTNER_A]?
62.0,2,você é bom que agora tá começando a surgir as Coisas mais palpáveis Às vezes a gente fazer né? Está vendo o trabalho dando resultado. Tá ficando cada vez melhor.
79.0,1,Bom dia [UNRESOLVED_ENTITY].
81.0,3,Bom dia pessoal.
86.0,1,Estão todos na [PARTNER_A]. na
90.0,3,Estamos todos na réguas.
93.0,1,Bom dia
94.0,3,Praticamente todo dia. Estamos por aqui.
96.0,4,Bom dia
99.0,1,Então vamos começar Thiago.
102.0,3,"Vamos sim, estou abrindo aqui o 21, mas já podemos começar aí nos primeiros cinco minutinhos com"
110.0,1,"Já acertou a reunião lá dos 45 dias, né?"
114.0,3,Acertou já tá acertado.
114.0,1,Eu já eu já pus na agenda aí acertei agenda tá.
122.0,3,ok
122.0,1,"dessa a outra coisa que eu fiz também [UNRESOLVED_ENTITY], eu peguei todas as tudo que estavam concluídas e as [UNRESOLVED_ENTITY] que estavam concluídos e coloquei no final uma lista de concluídas. Daí fica legal porque vocês podem até de vez em quando dá uma olhadinha lá para trás sem perder, né? Fica fácil de ver todas. aí aqui eu disse já coloquei uma reunião de pulso a mais que a gente vai fazer naquele feriado ali do consciência negra"
156.0,3,"Isso vamos fazer no dia 18, né? Essa aqui beleza."
162.0,1,Tá bom.
165.0,3,"Tranquilo seguindo a nossa agenda pessoal, vamos começar aí com cinco minutinhos do segue. Alguém deseja começar com esse voluntaria começar."
177.0,4,Não pode comer.
179.0,3,"Então me voluntário, acho que foi mais uma semana positiva [PERSON_A] com algumas conversas boas, eu queria destacar que a gente startou. A conversa com os estacionamentos que é compradora nos passou os contatos. Diria que a gente tem uma conversa que foi bem quente uma que foi morna e uma que ainda tá um pouco fria. Mas é que foi bem quente foi com a [UNRESOLVED_ENTITY] que tem diversos estacionamentos corporativos também é até já entre outros aí grupo [UNRESOLVED_ENTITY] grupo [UNRESOLVED_ENTITY]."
216.0,3,E a gente conversou com o diretor comercial deles que ficou bastante interessado abriu as portas para MVP ocorra na [UNRESOLVED_ENTITY]. Ele só nos pediu a gente teve a conversa com ele na quarta e ele nos pediu uns dias para falar com o diretor de operações. Para aí a gente marcar uma reunião com eles para fazer aí eu o alinhamento técnico mesmo do MVP. A ideia é fazer um follow up nele aí entre hoje e amanhã já vai estar dando uma semana.
247.0,3,"Dessa primeira conversa, mas eu julguei foi uma conversa bastante positiva."
254.0,1,Bacana e daí qual que é a questão em que nós vamos anotar? Já tá tudo lá?
