onset_seconds,speaker_id,text
0.0,1,Bom dia [UNRESOLVED_ENTITY].
0.0,2,Bom dia Tudo bem.
3.0,1,Tudo ótimo você.
5.0,2,"Tudo certo, graças a [UNRESOLVED_ENTITY]."
9.0,1,Bom dia [PERSON_B].
12.0,3,[UNRESOLVED_ENTITY] tudo bem é [UNRESOLVED_ENTITY] trocar a voz grossa.
34.0,1,Bom dia Tainá.
40.0,2,jogou
44.0,1,Vamos então começar jogando.
45.0,3,Pode ser compartilhando.
46.0,2,Vamos lá?
49.0,1,"Atualizei as datas das reuniões ali, tá?"
53.0,2,Ah beleza
55.0,1,"Que ficou marcado para o dia 29. Então a gente vai estar aí na reunião presencial, né com você."
62.0,2,Bom vamos lá primeiras boas
62.0,1,"E colocado no dia 18 ali mais uma reunião de pulso ali. Que antes ia ser o feriado, né? Quer dizer vocês vão estar no feriado."
75.0,4,"Sim, vai ter feriado da [PARTNER_A]."
82.0,2,notícias aí quem quer começar compartilhando.
86.0,4,O desmanche que tem.
90.0,3,"Quando você vai lembrando? Até deixar aberto 21 aqui bom tivemos acho que uma semana bem produtiva aí acho que em vários aspectos, né, gente ficou bastante tempo externo, então pouco cansativa também, mas a gente conseguiu avançar aí com vários temas que a gente tinha se proposto a gente foi na [UNRESOLVED_ENTITY], a gente visitou. A gente é então a gente. Conseguiu descobrir algumas coisas relevantes aí para o projeto com base nazistas que a gente tinha a gente criou uma infinidade de novos bichos já."
131.0,3,"Então acho que né acho que na parte de cima a gente pode falar mais, mas a gente já conseguiu ter acesso a demandas então assim."
141.0,4,catálogo aberto
142.0,3,"Com foto real, tu acha que a gente conseguiu materializar mais algumas coisas que estavam mais na nossa cabeça? Então querem compartilhar mais coisas aí gente."
154.0,4,"Acho que é basicamente isso, né? Acho que foi bem rica no desmanche que tinha veículos elétricos."
166.0,3,mais híbrido
168.0,1,Já tinha elétrico também.
168.0,4,"mas [UNRESOLVED_ENTITY] que tinha um bioidi que chegou na verdade a gente foi embora, depois ele me mandou mensagem a gente foi embora daí ele foi ele me mandou uma mensagem dizendo que tinha acabado de chegar um veículo elétrico lá, mas eles ainda não tinham comprado nenhum foi o primeiro elétrico, mas de híbrido eles tem vários. Tinha bastante gente tirou foto Andou por tudo lá o cara bem."
195.0,3,um galpão só
197.0,4,"É uma zona, mas sim."
200.0,1,Não é tão organizado que nem o interior lá que vocês foram.
204.0,4,E não porque assim na verdade é
204.0,3,Não é?
206.0,4,"diferente, ela é principal que ele explicou é que lá eles mantém o veículo com mais completo. Eles preferem não desmontar os veículos. Então o que desmonta meio que vai virando sucata, porque eles dizem que perde um pouco o valor e aí você vê um monte de peças lá jogada tipo tudo da mesma, mas jogada meio que se deteriorando e outros veículos lá montadinhos é uma peça que saiu outra tal, mas é meio zoneado assim."
243.0,4,Não é igual aquele lá que tipo que
247.0,3,É não é caos Total assim.
247.0,4,é.
251.0,3,Eles têm.
252.0,4,E assim é eu que a gente perguntou da questão letra porque no outro desmante ele falou não 100% dos veículos que chegam aqui a gente cadastra no [UNRESOLVED_ENTITY].
262.0,3,Estamos a cabeça um do outro.
262.0,4,"Ele já falou. Ah, então eu nem todas as vezes acaba que passa um outro tal, ele não detalhou nada assim do letra entende? Por mais que seja bem conhecido. Mas foi isso aí eu aí também teve a reunião lá no [UNRESOLVED_ENTITY]. O cara até passou uma demanda de uma peça para a gente encontrar. Mas não encontra não, encontramos ainda uma peça de uma [UNRESOLVED_ENTITY] bem difícil inclusive."
297.0,4,E aí por enquanto?
299.0,1,Ele já tinha tentado e não tinha conseguido.
304.0,4,"provavelmente Aí nós vamos uma roupa suja também, né na semana de leve."
314.0,3,Mas faz parte.
317.0,1,Por que que vocês fizeram isso?
319.0,4,"Ah mas acho que por questão de dúvida será que é esse o caminho, não sei."
326.0,3,que a gente vai acabar entrando no [UNRESOLVED_ENTITY] a gente Puxar esse tema agora mas
330.0,4,Acabando abrimos. Depois dessa conversa.
332.0,1,Já notaram isso.
333.0,4,A gente abriu umas quatro e
335.0,1,Já notaram já?
337.0,4,A gente acabou abrindo. Depois dessa conversa umas quatro eixos. Então acho que foi bem bem rico
344.0,3,A gente tinha colocado.
346.0,4,também essa conversa.
349.0,1,que
351.0,2,"Bom gente, vamos lá para o scorecard então aqui os valores estão atualizados já conforme as nossas previsões. Aqui a gente tinha colocado o número de break. [UNRESOLVED_ENTITY] desembarcados 1 a gente pode considerar o Diplomata embarcado, né?"
367.0,3,Como anunciar peças? Então temos um.
370.0,4,"Sim, temos um. Porque ele só aceitaram dorem, inclusive nos enviaram as peças reais que eles tinham. de todos os veículos híbridos que"
381.0,3,preço
383.0,4,eles tinham lá no [UNRESOLVED_ENTITY] dele.
388.0,1,Poxa já dá para começar o processo então?
391.0,4,"Dá só que assim lá no [UNRESOLVED_ENTITY], pode falar aqui pode?"
395.0,2,dá
398.0,1,Não vamos deixar vamos nos perder é
399.0,4,"Não, tá bom."
400.0,2,Agora que número de workshops
403.0,1,"dar uma vontade, né."
411.0,2,embarcados a gente tinha colocado aqui dois. A gente teve um que já aceitou e um que já passou demanda. Então acho que a gente pode considerar dois embarcados também ou
424.0,3,A gente tinha colocado embarcados
424.0,2,não vocês querem considerar?
428.0,3,quando o cara trouxesse Uma demanda então é um.
433.0,2,então
434.0,3,É abordados teve.
435.0,2,ok né
438.0,3,as nossas A gente está com 8 desmanches abordados.
445.0,4,Depois eu acho que não eu acho que são quatro.
454.0,3,E tem esse número 67 e a gente vale dois então.
459.0,4,Será? Então mas embarcados em que sentido.
461.0,2,Não é só bordados.
465.0,3,Tá depois qualquer coisa.
468.0,2,"Aqui as buscas de peças na OLX a gente já aumentou esse número também, depois a gente atualiza. Acho que não é algo tão relevante para o momento."
476.0,3,Se quiser tem o número aqui.
478.0,2,Aí quanto que tá?
478.0,3,"Aí está considerando só do da bateria da célula, né?"
484.0,2,Então considerando os dois.
486.0,3,523
489.0,2,"223 teve mais alguém entrando em contato, né que eu vi notificação essa semana."
493.0,3,Tem um aqui inclusive Tem dois a mais aqui.
499.0,2,Dois a mais vou considerar.
500.0,3,Então no final no final das contas um dois três quatro cinco seis.
508.0,4,A gente só mais um.
508.0,2,ok
509.0,4,Ah tem dois amigos tem foto real.
512.0,3,Depois dá uma resposta lá para eles.
514.0,2,Beleza então scorecard é isso?
518.0,1,Nenhuma Exu é para notar?
520.0,4,perguntando se trocar celular por [UNRESOLVED_ENTITY]
524.0,2,Nenhuma eixo referente a scorecard. rock review Tainá testar oferta de célula de bateria
535.0,4,Track
536.0,2,"Contatar através de um pit desmanches sem veículos elétrico e se apropriar do fluxo de trabalho deles. [PERSON_B] contratar através de um [UNRESOLVED_ENTITY] os especialistas de manutenção em veículos elétrico e se apropriar do fluxo de trabalho deles. Levantamento de peças de maior impacto para o negócio é um track estudar sobre as células de bateria questões de compatibilidade de dificuldade etc um Track. custa A gente já comentou bastante, né?"
575.0,3,"já se adiantou um pouco, né no"
578.0,2,Eu acho que essa visita de
578.0,3,"empolgou aí na no Mas é bom agora a gente tá com pepino na mão para resolver aí né de demanda. Então [PARTNER_F] que não é uma obviamente não viriam a demanda tão fácil assim de cara, né? A gente discutir no [UNRESOLVED_ENTITY] as vezes que a gente abriu a partir disso."
600.0,1,Provavelmente ele já vão antecipar
601.0,3,"e Tá a gente na sexta-feira se organizou aí Juntou todas as listas que a gente né? Foi comentando ao longo da semana para ficar mais fácil a gente discutir aqui hoje. E a gente né? Compartilhou o catálogo com as duas oficinas já tinha compartilhado comentado com a primeira, mas a gente compartilhou depois do catálogo com as fotos aos demais. Então assim a parte do catálogo ainda não veio nada."
625.0,3,"Mas até falando ainda a gente tem mais uma visita não desmanche que tem vvs aí elétricos híbridos na quinta-feira. Então, talvez a gente consiga complementar o catálogo com mais coisas ao longo da semana. E eu acho que era isso, acho que a gente conseguiu extrair bem algumas dúvidas que a gente tinha que viraram eixos e também conseguiu ter algo mais palpável aí para poder mostrar e etc, né? Não fica tão na conversa só."
661.0,2,"quinta-feira agora é que a gente tem é a mais promissora, né? Porque esse é o pessoal que tem um desmanche que a gente não conseguiu marcar antes justamente, porque eles estavam na [LOCATION_F] vendo sobre Veículos Elétricos, né?"
674.0,4,"Eu não sei serão embarcados, mas que a gente vai ter bastante informações com eles acredito que sim."
687.0,1,"porque na [LOCATION_F] Deve estar muito mais adiantado, né?"
692.0,3,"Provavelmente deve ter novidades, né? A gente já vai saber alguma coisa ali meio quentinho do forno."
700.0,2,Então vamos lá para tudo.
703.0,1,"Só uma coisinha que eu fiz ali lembras riscadas ali, né?"
708.0,2,Arranja jogou lá para baixo.
708.0,3,É só peças rastreáveis.
711.0,1,"Eu coloquei lá embaixo e o mesmo né? Para a gente assim, vocês não perdem o que já fizeram, né?"
720.0,2,"E fica mais limpo aqui para acompanhar. Então o primeiro item aqui que tava que era realizar conversa de oferta nas oficinas verão enfim de certo e foi feito. Agora esse aqui eu tô enrolado verificar com Detran sobre peças rastreáveis para veículos elétricos híbridos e possíveis desmanches vinculados em telefone. Aqui o que a gente achou tanto eu quanto a Tainá foi a lista. Dos desmanches vinculados e a lista das peças rastreáveis também, mas agora o contato mesmo com as pessoas eu não consegui."
759.0,2,"Vai ficar ainda para essa semana em remanescente, o pessoal do [UNRESOLVED_ENTITY] é mais difícil aí de entrar em contato."
765.0,1,Já risca. Então as peças né? E é muitas não sei.
774.0,2,São 48.
776.0,1,48 de um carro
777.0,4,"Isso que a gente descobriu no coisa, né Gil?"
781.0,1,"Tem que fazer um paralelo então,"
783.0,3,Mas será que isso não é muito
784.0,4,"Não é então pode tirar gente aí não risca não, na verdade são 48 para combustão para veículos elétricos híbridos surgiu. Não descobriu ainda, né Gil?"
794.0,2,"Na verdade não tem para veículos elétricos híbridos, o padrão é são 48 para todos. Não existe uma lista específico para veículos elétricos é de carro de moto e de caminhão."
809.0,1,"né? Provavelmente o elétrico vai estar nesse meio ali, se bem que algumas coisas pode não servir pode faltar outras né?"
818.0,2,"E isso porque lá por exemplo no dia que a gente fez a visitando o primeiro desmanche, o rapaz mostrou para a gente que tinha alguns itens lá que nem se aplicava esse tipo de carro aqui não tem essa peça ele vai lá só pinta de vermelho e falar que não se aplica e tá tudo certo,"
830.0,4,é
832.0,1,E talvez talvez destacar alguma que
833.0,2,então.
835.0,1,"provavelmente vai entrar numa próxima revisão, né?"
838.0,4,Ele está quase que são as veias elétricos híbridos normalmente algo do tipo.
843.0,1,"E ter isso pelo menos uma piada assim, né? Fazer uma lista de suposição, né? Eu diria provavelmente lá o inversor não tem."
853.0,2,Não Nem teria tem.
854.0,1,Mas ele vai ter que ter né?
856.0,2,Vai ter que ter.
867.0,1,"E qual que é o objetivo de conversar com alguém? Porque parece que o objetivo era ter uma lista, não era dessa. Precisa conversar com alguém ou"
879.0,4,Na verdade o objetivo que a gente
879.0,1,você?
880.0,4,conversou era para tentar
885.0,1,"Vamos ver lá, qual é Exu 46 então."
889.0,4,"Um contato direto, né? Que eles passassem os demais, sei lá alguma coisa assim que tivesse híbrido porque aparece o desmanches em geral a gente queria hoje."
902.0,1,Deixa um pouquinho maior ali a necessidade de verificar com
907.0,2,Detran sobre possível sobre peças rastreáveis para veículos elétricos híbridos e possíveis desmanches vinculados
913.0,4,Desmanche no geral a gente tem que
916.0,1,Eu então você já tem eu eu. Não conseguimos desmanches.
925.0,4,tem na internet não tá dizendo separando para elétrico híbrido.
932.0,3,Utopia não a gente achar aqueles caras sabem os desmaios tipo que eles têm pés de vidro elétrico.
938.0,1,Não é?
939.0,4,Ele passou.
940.0,1,Que eu acho assim que o objetivo era
941.0,3,Não mas acho que o Detran sabe isso. Não sei.
950.0,1,"vocês terem uma lista de peças extraves e desmanches é lógico, que específico de elétrico ainda não vai ter né? Eles são muito mais lentos, né?"
959.0,3,"Acho que é muito difícil. Acho que assim eu acho que pode ser mais fácil da gente usar essas listas para a gente bater, tipo, a gente vai encontrar o desmanche a gente tem uma lista para ver se o cara é legalizado então, tipo, talvez a gente do fruto dessa tio, [UNRESOLVED_ENTITY], sai isso, entendeu? Talvez uma lista, mas tipo lá dali com as peças que produz híbridos elétricos fazem sentido que não estão ou contrário que estão lá e não fazem sentido para esses veículos e a gente tem uma base ali de fácil acesso para verificar das demais que a gente está conversando, tipo se o cara legalizado ficar até alguma coisa, entendeu?"
997.0,2,"Mas tem uma outra coisa também, eu acho que era legal a gente tentar ver com ele se essa lista Tá certo e tá atualizada, porque assim é um link que tem no site do Detran que aparece um PDF com essa lista, mas assim não tem a data da última atualização não parece um negócio vivo, parece um arquivo que soltaram lá, sei lá, quando eu não encontrei o nome nem da Diplomata nem da [UNRESOLVED_ENTITY]."
1018.0,1,"Então, tá bom, então. Tem porque nós temos que validar essa lista, né? Então, deixa aí mais um pouco."
1026.0,2,"Eu vou até atualizar aqui ó, verificar a possibilidade da atualização de rastreáveis. vinculados lista atualizada vou colocar ok O próximo aqui verificar demanda de manutenção em veículos híbridos elétricos nas concessionárias [UNRESOLVED_ENTITY]. Esse aqui também comecei mas não terminei gente. Esse aqui eu vou acabar carregando eu longo dessa semana também. Conta até algumas pessoas no [UNRESOLVED_ENTITY], mas não tive resposta ainda. Vou puxar ao longo dessa semana ainda."
1085.0,2,Investigar com Como funciona o desmanches da seguradoras [UNRESOLVED_ENTITY] e [UNRESOLVED_ENTITY]?
