onset_seconds,speaker_id,text
0.0,1,"Oie boa tarde, tudo bem?"
2.0,2,Tudo bom tudo ótimo.
5.0,1,Então tá bom.
7.0,2,Será que eu tô precisando aprovar alguém aqui que é permitido [UNRESOLVED_ENTITY]? [UNRESOLVED_ENTITY] tarde
23.0,3,Boa tarde tudo bem?
27.0,2,tudo
38.0,3,Eu vou compartilhando aqui.
63.0,2,pronto
66.0,3,meu [PERSON_B]
70.0,2,Deve estar entrando.
104.0,2,Vocês não estão no cowork hoje?
107.0,3,"Tem curso agora, eu tenho um"
116.0,1,"[UNRESOLVED_ENTITY] trabalhou sábado e domingo. Estava em curso, né?"
124.0,3,certificado de especialista em manutenção de elétricos. A gente fez uma oficina que é
145.0,2,Fez o curso.
149.0,3,voltada. Aí ele já trabalham com carros
160.0,2,E a oficina promoveu?
169.0,3,elétricos.
170.0,2,Era funcionário dela assim aberto.
173.0,3,"o dono do funcionário o dono da oficina Ele já tá trabalhando aí com o carro elétrico, já tem aí mais de 5 anos. E aí a gente viu que é uma empresa que a gente tava na última reunião com o sentimento de que tinha pouca demanda, mas é que a gente não foi no lugar certo agora essa semana a gente viu que tem bastante demanda. Só só ontem quando eu tava lá, acho que eles tinham em torno de seis híbridos e um elétrico sempre tem vem gente do [LOCATION_A] inteiro para cá."
208.0,3,"A gente conheceu uma outra também em [UNRESOLVED_ENTITY] na semana passada essa outra também voltou para carro elétrico é mais ou menos a mesma coisa, né?"
221.0,1,É acho que era isso.
224.0,3,"E essa e essa específica que eu fui ontem fazer o curso, eles estão focados na parte de recondicionar as baterias aí trocando células. Ou pelo menos tentando [UNRESOLVED_ENTITY] primeiro, ele tá parecendo um [UNRESOLVED_ENTITY] essas células, depois vocês tem alguma que tá condenado, eles trocam só o módulo a parte. E aí eu vi que"
254.0,1,A gente hoje eles têm aquela aquela máquina que a gente viu lá naquela oficina ou não? para medir
261.0,3,Não eles fazem eles fazem com outros aparelhos aí auxiliares. A gente viu lá em [UNRESOLVED_ENTITY]?
272.0,1,Nossa muito top.
274.0,3,"Eles têm um equipamento que eles encontraram da [UNRESOLVED_ENTITY], eu tenho três dessa no [LOCATION_A] inteiro eles usam para fazer o balanceamento das cargas das Baterias. Aí nessa específico que eu fui nesse fim de semana, eles trabalham com esses módulos aqui a parte um módulo para fazer a carga e outro módulo para fazer descarga, eles compram um conjunto de módulos para ir trabalhando aí com várias células ao mesmo tempo ele optou por comprar essa aqui porque ele fala que não confia ainda em usar aquele lá porque tem medo de um dia precisar de manutenção esse aqui pelo menos é baratinho deu problema nenhum."
315.0,2,Que bacana o [PERSON_B] já chegou aí tudo bem [PERSON_B]?
319.0,4,"Tudo bem, gente? Desculpa a demora almoço aqui saiu mais tarde mas estamos aí."
325.0,2,"Tá ok primeiro Obrigado aí pela mudança de horário, né? Deu certinho aí para mim, obrigado."
332.0,3,Vou tocando já começou a falar um
332.0,4,"Obrigada, a gente não ficar sem a gente ficar órfão."
