onset_seconds,speaker_id,text
0.0,1,Bom dia Giovani.
1.0,2,"Bom dia [UNRESOLVED_ENTITY], tudo bem?"
4.0,1,Tudo ótimo.
6.0,2,"Tô vendo aqui, como é que tá a galera aí porque parece que ele se enrolaram no trânsito, viu?"
11.0,1,"Tá bom, esperamos."
17.0,2,Podemos dar uma olhada no Dr. Agora porque eu acho que eles vão demorar.
20.0,1,Tá bom vamos lá. Vamos aproveitar. Você está fazendo Dr. Só no liveplan agora.
32.0,2,isso
33.0,1,Ou no Excel também não.
35.0,2,O excels aí para fazer algum suporte aí para pegar algumas estimativas de valor de venda essas coisas. Mas no geral tá sendo feito no Live play mesmo.
44.0,3,"Hi, I’m transcribing this call with my Tactiq AI Extension: https://tactiq.io/r/transcribing"
46.0,1,então
47.0,2,"Tinha tem o cenário original que é o que a gente estava reportando só o que a gente realmente gastou, né? E aí a gente criou esse cenário um que é o que realmente a gente está considerando aí como hipótese de [UNRESOLVED_ENTITY]. Aí se a gente pega aqui. podcast Vamos lá primeira parte aqui a gente tá considerando. Alguns alguns mercados aí para a gente fazer ganho de Renda a venda das Baterias que vai ser o principal certo."
81.0,2,Aí a gente colocou em paralelo aqui um serviço de teste diagnóstico. Tá vendo até lá já.
86.0,1,sim
87.0,2,Serviço de teste diagnóstico serviços de reparo recondicionamento e destinação para reciclagem a gente colocou como uma tarefa que a gente possa fazer mas a gente não considerou nada de lucro. Porque a matéria foi que na verdade é mais provável. Até que a pessoa que for destina tem que pagar né?
107.0,1,"Mas aí é um serviço de vocês, né?"
109.0,2,"É um serviço nosso exatamente, mas não."
111.0,1,"Que eles vão contratar para se livrar da bateria, né? Quase que vocês tanto"
116.0,2,exatamente
117.0,1,"faz, né? Você vê assim piamente, né? Tanto faz se ela tem um valor seria melhor mais fácil de vender, né? Mas o cara tem uma dor e tem que se desvencilhar dela vai ter que pagar, né?"
132.0,2,"aí o que que eu fiz eu construí o planejamento aqui de [UNRESOLVED_ENTITY] de baterias considerando aqui a gente tinha comentado de fazer um cenário de cinco anos. Que motivos que a gente tinha no Excel, eu fiz que eu entrar no final de vida e ao longo dos anos. E aí peguei aí um valor de agora não me lembro que se olhar se eu considerei 10 ou 20% dessas baterias fazer a venda delas. Então aí no caso."
165.0,1,"Sempre tá indo assim, né? Não sei se você tem ou não premissas, né? Porque tudo tudo que vai na planilha ali, ela foi com base em premissas, né?"
178.0,2,sim
179.0,1,"Então você destacar essas premissas aí para para fazer é lógico que é premissa. Por exemplo essa premissa pode estar lá na no plano de marketing previsão de vendas. Isso é que nós vamos fazer 10% das Baterias, né?"
196.0,2,exatamente
196.0,1,Do mercado é uma premissa que pode variar né?
200.0,2,"Exatamente aí a gente até considerou esse valor. Acho que se eu não me engano é 20% eu vou confirmar tá abrindo o Excel aqui, mas a gente considera uma curva de crescimento então começando aí sei lá com meio por cento do mercado. E com o tempo a gente Querer que aí no caso é essa premissa que a gente está considerando. Mas pode ser que desenvolver o plano de marketing, como que vai se desenvolver aí outras soluções para revenda de baterias as soluções diretas das montadoras, né? Aqui eu tinha considerado."
241.0,2,"Então tem o número de baterias aqui no final de vida no [LOCATION_A] aí nos anos aqui de 20 25 até 29, aí considerei aqui 125 com 5% 2026 10% das vendas e se mantendo em 20 Você seriam as premissas aí foram?"
263.0,1,não [UNRESOLVED_ENTITY] esse mantendo em
264.0,2,e para cada uma das
266.0,1,Põe 22.
269.0,2,das 22
272.0,1,É quase que assim você pode até aumentar o percentual nos primeiros e diminuindo nos últimos.
281.0,2,a curva S
285.0,1,"Que você não no começo você crescer 5% em cima de nada cinco porcento é um negócio pequeno de 10% Então você tá de 5 em 5, né? Eu faria a mesma coisa como é que eu vou chegar em 27, mas por exemplo eu posso ir de cinco para 12 para 17 para 20 tá vendo? Vamos dizer que você nós crescemos dois por cento no último. Ano, né? Se for 5 pode ser três no anterior daí nos outros é maior sabe como Quatro anterior para dar uma ideia de que ah. No começo eu consigo crescer mais rápido, depois eu cresço menos né? Mas não dá uma ideia de que você não"
