onset_seconds,speaker_id,text
0.0,1,[UNRESOLVED_ENTITY] se dá para cancelar.
122.0,1,"Eu tô viajando, né? E aí eu consegui levar o carro lá em casa hoje. Me dá uma ideia mais ou menos, que horário e aí? Para ver se organizar para ficar vendo em casa, né? Daí à tarde. Mas vou compartilhar o contato da minha esposa contigo também. Qualquer coisa você fala com ela. Tá bom. Um abraço."
352.0,2,Bom dia [PERSON_A].
354.0,1,"Bom dia, [PERSON_E]. Tudo bom?"
357.0,2,Tudo bem e você?
358.0,1,Tudo certinho também.
360.0,2,Boa o [PERSON_F] tá o [PERSON_F]?
362.0,1,sala
367.0,3,"Hi, I’m transcribing this call with my Tactiq AI Extension: https://tactiq.io/r/transcribing"
367.0,2,"Ele falou que já vai entrar já mas hoje cada um tá na sua na sua casa, a gente já saiu do dono já."
375.0,1,É mas já não vão mais lá.
378.0,2,"Não é porque o programa acabou oficialmente acabou na sexta-feira, né?"
384.0,1,Ah tá. E agora é o dia de vocês retornaram. Então as bases.
389.0,2,"Tem hora que a mente a gente volta cada um para sua área, né? Só que aí o Gabriel deu uma deu um brinde aí para os dois grupos, né? Para essa semana a gente meio que descansar e Teoricamente a gente voltaria na semana que vem, né?"
408.0,1,"Então agora estão numa fase meio [UNRESOLVED_ENTITY], como é que vocês estão?"
418.0,2,"Que essa última semana meio [UNRESOLVED_ENTITY], né? Não tem uma linha que a gente corre uma maratona, né? Diminui o ritmo mas ele não sabe o que acontece no final."
442.0,1,Então você já apresentaram para os anjos?
445.0,2,"Sim representou na sexta-feira. De manhã acho que a elite apresentou na quarta-feira, se não tiver enganado."
454.0,1,legal
454.0,2,"Mas a gente apresentou na sexta, foi tudo bom. Eu certo. Acho que a Patrícia não tava presencial e a Sandra também não. E o Ronaldo também não tava presencial tava ruim [UNRESOLVED_ENTITY]. É os dois. Mas foi bem positivo o [UNRESOLVED_ENTITY] pareça ajudou bastante gente. Ele fez umas perguntas provocativas que fez a gente dar uma repensada. Mas eu deu tudo certo."
492.0,1,Gostou do resultado?
494.0,2,"Todo mundo gostou tanto da parte técnica do grupo. Enfim, né?"
495.0,1,Todo mundo gostou.
500.0,2,"A nossa ideia como que evoluiu como que a gente conseguiu adaptar no meio do caminho por conta daquela notícia que a gente tinha que atender pesado quem tinha que estar mais próximo da da mãe, né? E também avaliou elogiaram bastante. Nossa evolução pessoal Mesmo durante o seis meses"
525.0,1,"Mas foi isso mesmo. Dá para dizer que tá certinho, né? Não tem dúvida nenhuma que tudo isso ocorreu né?"
538.0,2,E aí agora a nossa [PERSON_F].
540.0,1,"O Lucas [PERSON_F] Lucas, tá? entrando [UNRESOLVED_ENTITY] dia tudo bom?"
550.0,4,pois é
551.0,2,E aí agora?
551.0,1,"Tão [UNRESOLVED_ENTITY], agora não tem mais compromisso então. É ou ainda tem alguma coisa para [PARTNER_A] mesmo lá não vai ser necessário fazer uma apresentação da [LOCATION_E]."
565.0,2,Não vai sim.
567.0,1,vai
569.0,2,"Para todas as reuniões que a gente vai ter lá. A gente vai fazer um nosso Pit, né? Então a gente tem pessoas. De seios e marketing de ônibus que a gente vai falar na terça-feira, por exemplo que são dois brasileiros. Então a gente vai quebrar o primeiro gelo. uma reunião em português com eles Depois na quarta-feira, por exemplo. A gente vai ter uma reunião com com responsável de circularidade de baterias."
607.0,1,"Pois esse daí é um contato muito bom para Life também, né?"
608.0,2,"Que a gente já apresentou para ele quando a gente estava aqui no [LOCATION_A], né? Mas a gente vai aproveitar a oportunidade para também apresentar lá. Sim a gente acabou encaminhando para eles, né. O nome dele chama Patrícia, se eu não me engano, eles até falaram, né? Mas a gente vai aproveitar a oportunidade até para completar a gente vai falar com ele também lá mais uma vez."
636.0,1,"Isso da semana que vem, né?"
638.0,2,"Acho que no período da tarde. Deixa eu ver aqui, como é que tá? Aí no período da tarde, a gente vai falar com a Irineu. Pessoalmente também mais uma vez. Vamos fazer apresentação para eles."
652.0,4,sim
660.0,2,Na terça-feira. No período da tarde a gente isso na próxima semana.
668.0,4,semana que vem
669.0,1,Eu escutando isso e dizer assim. Acho que seria impossível uma agenda melhor
670.0,2,"Aí na terça-feira no período da tarde, a gente vai falar com contato de ceilzemarketing mas aí de caminhões. Também lá. Isso foi um contato aqui, quem passou para a gente foi o [UNRESOLVED_ENTITY], ele também é brasileiro. Então já vai ser o segundo quebra gelo aí. Aí na quarta como eu falei a circular de baterias e iriam. Na quinta a gente está afirmando aí nas agendas, então não tem nada. Na sexta-feira de manhã, a gente vai falar com o racha."
708.0,2,também lá e na sexta-feira no período do almoço a gente vai almoçar com com Red de mobility global da [PARTNER_A] Quando o assunto é mobilidade elétrica? Então a gente vai ter um almoço com ele que é o [UNRESOLVED_ENTITY] de
737.0,1,não.
739.0,2,Tá tá bem.
742.0,1,Só faltou o presidente da [PARTNER_A] Mundial.
749.0,2,Tá bem completinha mesmo tem mais.
749.0,1,"Ser só para tomar um café mesmo com ele, não adianta conversar não ainda ele"
754.0,2,Não tem tempo.
757.0,1,também ele não resolve nada nesse caso aí vocês é mais importante esses
759.0,2,é
760.0,4,Tudo presente não.
762.0,1,outros aí.
764.0,2,Quem realmente quem vai tomar decisão essas pessoas?
765.0,1,E vocês vão até lá ou vão ficar por aqui fazendo essas reuniões? É tudo.
772.0,2,"Não a gente vai estar lá, tudo bem."
776.0,1,Viajam quando?
779.0,4,domingo
779.0,2,no domingo de Páscoa de noite
781.0,1,Domingo daí fica uma semana e volta.
785.0,4,é a gente não atualizou mas
785.0,2,isso aí
787.0,1,"Pô que bacana hein? Pois só isso já é um prêmio super importante, hein?"
792.0,2,"Ficamos tanto no pé do Gabriel aí que acabou a gente acabou. A parte da gente na iniciativa, né? O Gabriel nunca se eu posso. Ele tentou se tivesse se fosse oportuno, né? Não só fazer uma visita. Mas se a gente conseguisse Tirar algum proveito disso que não."
814.0,1,"Vocês vão tirando o bonde dos 100 mil aí que sobrou. Muito boa essa saída também de vocês eu [UNRESOLVED_ENTITY], isso é um aprendizado. Para o programa muito bom, viu?"
829.0,2,"E aí a gente quando a gente falou com [UNRESOLVED_ENTITY] também, né que é o [UNRESOLVED_ENTITY] de seios de market aqui do [LOCATION_A] A gente perguntou que a gente tava a gente comentou que a gente tava querendo ir lá para fazer algumas reuniões lá com algumas pessoas, né? E até pediu uma ajuda dele para a gente conseguir ter mais agenda com algumas pessoas de lá, né? Que seriam pares deles dele."
854.0,2,"E na hora ele falou não acho que é super bacana, você tem que mesmo aproveitar vou passar alguns contatos com quem vocês devem falar. E aí desde então ele tem ajudado a gente bastante gente, pelo menos acho que uns três quatro contatos, acho que foi ele que passou. então isso também mostra que Tem um pinguinho de esperança aí de a gente se absorvido a gente falar o projeto, né? Mas o projeto que você é absorvido pela área do [UNRESOLVED_ENTITY] aqui no [LOCATION_A]. Uma vez que ele tá super empenhado que a gente vai até lá e tudo mais."
891.0,1,"Aí ele que vai estar com abacaxi, né de vender os caminhão e tem que dar uma um servicinho Extra né? Para ele é um serviço, nem que seja só para atender"
898.0,2,é
901.0,1,"a emergência deles, já valeu o esforço."
904.0,2,"Sim e para ele não. Ele não pagar nada com isso, né? Ele meio que tá motivando a gente aí sem a gente gastar nada dinheiro dele."
917.0,1,Pois é que é.
917.0,2,A gente vai fazer a propaganda do nosso projeto que vai ser para a área dele. Né única coisa que que ele precisa da gente é que algumas pessoas de lá dê
928.0,1,Já abriu eles vão abrir vocês vão abrir contatos que isso melhorar a rede
930.0,2,"um OK, né? isso"
934.0,1,"isso daí eu tenho um valor enorme, né?"
935.0,2,Se der certo a gente já vai ter conhecido um monte de gente de lá. Sem curso para ele porque já tá saindo da verba aqui da Veja um Factor. E o que ele só precisa que algumas pessoas de lá sejam cientes para depois falar não Beleza eu vou. Você já conhece o projeto eu tô absorver ele aqui no [LOCATION_A].
960.0,1,"E adaptando a estratégia da [PARTNER_A] vender caminhão com assistência com serviço, né adicional."
966.0,2,isso é exato
970.0,1,"É que daí o mercado é estreito, né? Ele é daí não é aquela Startup de"
972.0,2,"Mas uma dá até um feedback do que a gente ouviu bastante da reunião de sexta com os anjos sexta com os anjos, né? Foi que na opinião deles eles eles. Forçariam a gente bater mais na tecla. Na questão do serviço de [UNRESOLVED_ENTITY]. Todos eles falaram que isso realmente é um diferencial. E que talvez seja o principal chama atriz aí. Da [PARTNER_A] realmente investir nessa ideia que a gente está planejando, né?"
1015.0,1,"unicórnio, né? Que vai que vai crescer um monte, mas sem dúvida, se você pensar do ponto de vista da dor do cliente que compra um caminhão [PARTNER_A] é o medo de parar, né? Então manda se a [PARTNER_A] tá dizendo não eu tenho como resolver isso. Eu tenho uma rede aí que pode até atender nós chegamos em tantas horas, né? Isso é um argumento de venda acho muito muito positiva."
1042.0,1,"Então por outro lado assim, lembra aquele negócio de o tamanho da oportunidade, ele é sempre dois, eixos é o tamanho do mercado, mas o tamanho da dor, né. Nesse caso a emergência a dor é a maior de todas né? Talvez a gente fosse pensar assim não tem a dor maior que essa Mas poxa a emergência não ocorre toda hora, né? Esse aqui é o problema talvez aí eu não sei vocês tinham que ir atrás agora então sabe do que da conversa com a [UNRESOLVED_ENTITY]."
1081.0,2,"É mas eu não sei se Porque assim a esquina já tem uma a [UNRESOLVED_ENTITY] dela, né que é rede própria. então, a gente já tem os nossos veículos chama [PARTNER_A] system-se né o serviço e tem a nossa van mesmo que faz o serviço de Prestação de serviço né?"
1104.0,1,"Eu não digo uma visita do ponto de vista assim de que é lógico que tá pode estar no radar é óbvio que quem faz emergência para pesado pode fazer para leve na mesma Estrada, né? Vamos dizer assim, isso é meio. Isso é meio [UNRESOLVED_ENTITY], mas eu tava dizendo até como vocês entenderem? Como é que funciona um benchmark, né?"
1127.0,2,tá
1128.0,1,"Sabe como você porque você não pode buscar um benchmark, né? No setor de caminhões, né? Que faz esse serviço isso não não conheço desconheço, né? Não existe uma [UNRESOLVED_ENTITY] para caminhões, né? Então você faz o benchmark não onde é mais próximo, né? É óbvio, que também vai sair a pergunta, né? E dá para fazer vocês fariam para nós para os nossos segurados, né? Não dá para fazer né óbvio que dá para fazer, mas eu acho que é mais importante. Talvez o Benchmark."
1165.0,1,"De vocês pensarem, sabe e daí vocês entenderiam mais uma investigação de vocês entender como é que eles funcionam porque eles eles trabalham bastante com terceirizados, né? Como é que faz o investimento? Como é que eles? Dimensionam tem tudo um monte de dúvida que eu fico assim como se fosse para operar isso, né? Tem muita coisa para ser descoberta, né? Como vocês não tem mais tempo uma conversa com alguém lá ajuda um monte, viu?"
1199.0,2,legal
1199.0,1,"Só tem eu diria assim tempo, porque se vocês conseguirem uma conversa, por exemplo essa semana. Vocês já chegam mais preparado lá? Lógico que seria uma sorte danada. Mas essa é muito boa. E é só nós hoje na reunião."
1223.0,2,É o [PERSON_G] tá resolvendo algumas pendências de casamento civil dele aí.
1228.0,1,"Então tá. E daí assim não e como é que vocês imaginam fazer a reunião tem o bate-papo, mas não tem mais o que fazer ou vocês querem dar uma passadinha em algum vídeo alguma coisa que vocês estão se preparando para visita. Talvez é só isso que a gente poderia. Não sei até vocês pensaram é que não teve tempo, né? Depois vocês atualizarem o [UNRESOLVED_ENTITY] o que que poderia ser feito também não dá, né? Lembra atualizar o vídeo lá de início, né? O que que nós vamos fazer nos próximos? Que que poderíamos fazer nos próximos seis meses? Mas é que depende de todas essas frentes aí né? Não dá agora. Talvez para imaginar"
1275.0,4,"Eu tenho a tarefa que a gente está na semana assim, eu acho que não a gente não tem muito tempo para fazer isso. Agora acho que depois da da volta e se o projeto continuar a gente deve fazer né? Mas para essa semana que a gente até discutiu na sexta que assim que a gente tem que fazer é realmente. Terminar a agenda lá de marcar algumas reuniões que ainda estão pendentes."
1300.0,4,"E preparar os Beats, né? A gente ouviu bastante conselho lá do dos [UNRESOLVED_ENTITY] de como abordar algumas coisas algumas coisas que não fica não ficaram tão [UNRESOLVED_ENTITY] assim no Pit e como a gente deveria levar isso para lá, então acho que assim a gente já tá bem na cabeça o que a gente tem que fazer que é acertar os bits para semana."
1323.0,1,esse esse é o mais importante e não tem outra coisa para fazer então vocês
1326.0,4,Sei o que que você acha [PERSON_E] ou a gente discute um geral assim pelo menos.
1327.0,1,querem aproveitar esse tempo agora que nós estamos aqui e começar com
1338.0,4,porque
1340.0,1,"Algum ponto que vocês porque Teoricamente nós estamos numa reunião para resolver um problema importante de vocês, né?"
1348.0,4,sim
1349.0,2,A gente pode.
1350.0,1,O problema é mais importante é esse né? Não é aborto não é?
1355.0,2,acho que a gente pode dividir até com [PERSON_A] aqueles principais de sites que a gente teve na Reunião de sexta foi o que o pessoal mais comentou aí.
1365.0,1,"Deixe isso muito positivo é uma vocês juntos, nós está faltando uma ideia fácil se alinhar com ele, né? Decidir como resolver isso né pegar esse tempo e aproveitar positivamente não só me mostrar né? Vocês têm que chegar na solução, vamos dizer."
1387.0,4,"Vou abrir aqui o que a gente anotou. Vou abrir o vídeo que a gente mostrou para os índios, né? Que a gente vai usar ele de base. E aí o os comentários que eles fizeram"
1403.0,1,"E daí como a gente incluiu o comentário ou não, né? Eu sempre digo assim o a gente quando tá na função de facilitador a gente. Vamos se põe no lugar do facilitador. Você quer facilitar alguma coisa, né? Agora como você não tá que nem vocês seis horas seis meses 24 horas por dia sábado e domingo pensando no assunto a gente como facilitadora acaba correndo o risco de falar até uma bobagem, né? Não não tenha muito sentido, né? Então vocês tem que pegar essa lista e dizer isso vale a pena considerar isso não vale a pena considerar."
1444.0,1,"E também por na cabeça assim que de vez em quando a pessoa fala e a primeira reação da gente é desconsiderar porque a gente tá seis meses envolvido. Ah não ele não entendeu direito eu não fui [PARTNER_F] a gente vai dizer uma coisa desse tipo sabe, mas a gente tem que ser policial também para dizer bem assim, será que por trás no fundo no fundo? Ele não tinha uma razãozinha e a gente pode dar uma melhorada sabe? Como então tem que a primeira reação do ser humano é sempre assim, sabe se alguém chegar para você na fila do metrô na fila do ônibus lá e falar alguma coisa. Você tenta deixar ela de maneira positiva."
1485.0,1,"Até senão a gente viveria deprimido. A gente só só durante 24 horas a gente recebe mais talvez motivos para depressão do que para alegria. E daí começa a receber elogio, né? Normalmente é o contrário. Então esse é um mecanismo de defesa então quando eles dizem uma que eles acham que é uma fraqueza é uma oportunidade de melhoria a reação da gente. Eles não entenderam direito. Então vamos tá bem aberto as sugestões, tá? De considerar todas elas. Aqui para mim."
1528.0,2,Estamos vendo
1530.0,4,"Então aqui tá as anotações, deixa até aumentar isso aqui. anotações que a gente fez Eu rascunhado assim foi meio que na hora ali logo depois da apresentação, a"
1554.0,1,Não.
1557.0,4,"gente vai sair escrevendo assim alguns insights, né?"
1557.0,1,Mas [UNRESOLVED_ENTITY] ficou excelente.
1562.0,4,"Então, basicamente a gente bom a gente fez essa apresentação toda aqui. É dando uma enfatizada um pouco maior nos pesados, a gente falou de leves. Mais enfatizou mais os pesados. É só para passar por cima aqui, então, a gente pegou o manchetes aqui do leves e pesados. Mostrou aqui algum algumas declarações que a gente ouviu nas entrevistas que a gente fez com concorrente com cliente e tudo mais. Explicou aqui o nosso serviço."
1601.0,4,"Mostrou aqui possíveis aplicações do breve para do [UNRESOLVED_ENTITY] para os pesados, né? Que é extensão de autonomia é serviço of Grid, né em lugares longe. e Resgate Aí a gente já entrou aqui no nosso concorrentes que tem de leves esse aqui que a gente já mostrava antes e a gente viu essas duas aplicações aqui da [PARTNER_C] usando 10. E aí a gente já entra na parte do que a gente fez mesmo, né? Então o site o aplicativo que a gente fez os contatos com mídia e os contatos com os facilitadores aí é para atingir os clientes."
1652.0,4,"Aí o resultado disso, né dessa estratégia. Então os mvps que a gente conseguiu realizar e os mvps esses Aqui foram todos leves, né? Que foi o que a gente conseguiu fazer e os mvps que a gente já agendou um deles a gente até fez, né? Aquele que [UNRESOLVED_ENTITY] certo barra errado que a gente foi até [UNRESOLVED_ENTITY] e os agendados que a gente agendou com a [PARTNER_B] e com a própria [PARTNER_A], né? Mas que bom, a gente não sabe a gente só vai conseguir fazer se o projeto continuar."
1684.0,4,"E o [UNRESOLVED_ENTITY] aqui da tecnologia, né? Aí a gente mostrou aqui exatamente o alinhamento com a nave mãe, né? A [UNRESOLVED_ENTITY] tem aí o objetivo aí de circularidade de baterias e tem e as [PARTNER_A], né? Tem esses objetivos e redução de carbono. É para 2032 e dois é isso aí e a venda de veículos não elétricos que não poluam, né? E que a gente está alinhado com isso."
1718.0,4,"Aí mostramos tamanhos de mercado esse slide aqui É dos primeiros que a gente fez lá do tamanho de mercado paralelos e pesados. modelos de negócio é o básico e o com a tecnologia Aí mostramos a oportunidade da tecnologia era. E o [UNRESOLVED_ENTITY]. Os Road Maps né? Três anos e nove meses e aí uns steps aqui que é exatamente o que a gente tava conversando, né? E aí os comentários deles, vamos lá."
1757.0,4,"obrigado os comentários aqui por cima bom de [UNRESOLVED_ENTITY] lá uma sugestão do [UNRESOLVED_ENTITY] foi falar pô, vocês falaram para a gente que a iriam falou para vocês. Que eles planejam estar aqui, só daqui três anos primeiro que ele falou parece que o serviço de vocês. Esse de carregar lá em [UNRESOLVED_ENTITY], por exemplo, né que era o plano que a gente tava fazendo concorre um pouco com que a ele não tá fazendo não ficou [PARTNER_F] que vocês estão complementando de fato, na verdade antecipando a instalação fixa que ele não faz, né? Não ficou [PARTNER_F] isso e a outra oportunidade que ele comentou foi você, a Irineu falou que é daqui três anos que eles vão vir vocês mostraram um plano de três anos. Por que que vocês não falaram que vocês estão exatamente pavimentando a vinda deles para cá já fazendo uns testes. E aí no final ali dos três anos vocês tem cliente e aí ele não chega para já ter cliente, né? Então eu acho que alguma coisa para a gente colocar lá no [UNRESOLVED_ENTITY]."
1826.0,4,"Que é a ideia é essa, né? E que é muito mais barato do que eles chegarem aqui é meio perdidos, né e"
1828.0,1,Eu acho.
1836.0,4,começarem a estudar com toda a infraestrutura da Irineu.
1841.0,1,"Que eu acho que aí também. Acho que Sem dúvida nenhuma. Esse é um ponto que tem que ser absorvido, né? Tem que estar assim, não temos dúvidas, você não tem dúvida, né? Vocês concordam né?"
1855.0,4,isso
1855.0,1,"Então e também veja o seguinte porque vocês estão naquela ideia lá se por exemplo tem um posto de gasolina que quer fazer um posto de recarga, né? Um posto de gasolina pode ser um restaurante pode ser qualquer um lá que quer fazer um ponto de recarga, mas ele vai demorar, né? Seis meses um ano para deixar tudo pronto construir né? Viabilizar. Mas com vocês ele pode fazer imediatamente, né? E esse é uma pavimentação para Irineu, né? Porque daí [UNRESOLVED_ENTITY] vai entrar nesses"
1892.0,4,isso
1894.0,1,seis meses um ano depois né? Então vocês já vão ter uma lista de potenciais. Clientes né? Para o projeto.
1904.0,4,É exatamente é e na verdade.
1907.0,1,"O nosso banco de clientes de usuários vai indicar o melhor lugar para fazer as melhores alternativas para fazer investimento, né?"
1918.0,4,isso e a
1918.0,1,"E tinha que vender também para ficar mais positivo para ir até porque vocês vão falar com eles, né? Que vocês seriam uma linha de serviço adicional."
1933.0,2,A gente nunca chegou neles para ser bem sincero.
1934.0,4,Isso sim.
1935.0,1,"Adicional é o seguinte eu posso antecipar em uma infraestrutura para você operar né? Enquanto eu tenho que fazer projeto construir viabilizar financeiramente, né? Eu tenho uma solução imediata é uma linha de produto, né? Eu vendo com uma entrega antecipada, né? Eu acho que vocês tinham que vender muito bem isso que Que vocês são uma oportunidade de eles melhorarem O Rol de produtos e serviços deles. Então é descobrir aonde que vocês melhoram. E essa você já tinham feito, né? Você já tinha uma piada né antecipar né? Porque você pode pegar lá."
1973.0,4,sim
1975.0,1,"Sei lá canavial, qualquer coisa assim e dizer bem assim, pô, esse daí vai ser difícil porque não tem infraestrutura elétrica, não sei o que lá então adaptar você não é infraestrutura elétrica. Talvez seja infraestrutura do motor de metano. Talvez seja infraestrutura de baterias que se desloca tantos quilômetros e carrega, né? Então você tem que Vender para eles como se fosse ampliação do rol de produtos e serviço deles."
2003.0,1,"E segundo ponto o primeiro né o mais importante, né? É [UNRESOLVED_ENTITY] de clientes. Vocês estão com clientes mais quentes para eles. Sejam mapearam clientes mais quentes."
2019.0,4,"Isso é a ideia é essa mesmo, né? Tanto que Eles bateram bastante nesse nessa questão do exemplo do Eloi, né? Que a gente tava querendo fazer a recarga lá no [UNRESOLVED_ENTITY] lá de [UNRESOLVED_ENTITY], né? E é exatamente a atuação da Irineu, né? Aí não faz ponto de recarga pública, mas ela faz ponto de recarga em galpões em [UNRESOLVED_ENTITY] logísticos e tudo mais é o foco Total deles e aí o [UNRESOLVED_ENTITY] ficou questionando bastante isso falou pô, porque que eu vou contratar vocês e não fazer a infra direto, tipo, acho que faltou a gente deixar mais [PARTNER_F] isso né? Que pô, mas é para você antecipar para você testar."
2064.0,1,para você
2064.0,4,A gente deixou de uma forma que seria meio que uma solução definitiva e que acabaria competindo cairinho e com um ponto fixo aí qualquer.
2075.0,1,"Mas que nem você diz assim, deixa só entender você falou público e privado, ela não faz público público quer dizer eu vou carregar vários, né? É um"
2081.0,4,Não não faz.
2086.0,1,"cliente, né? Ela pega um cliente e faz."
2089.0,4,Isso isso ela não faz tipo no lá no Graal ou no ponto no meio da estrada é sempre dentro da empresa em ponto de estratégias da empresa.
2096.0,1,"certo, mas para atender frotas que deve ser a estratégia de"
2102.0,4,particulares Tem uma outra empresa que aí sim faz ponto público que a [UNRESOLVED_ENTITY]. Mas são uma [UNRESOLVED_ENTITY] com a [UNRESOLVED_ENTITY] com várias outras empresas. E aí é ponto público.
2117.0,1,E esse é da [PARTNER_A] também.
2119.0,4,"É sim, é uma [UNRESOLVED_ENTITY], né? É de é da [UNRESOLVED_ENTITY] da [PARTNER_C] de várias empresas."
2125.0,1,"E essas aí porque que não dá para pôr no Pixel de vocês também? É mas veja o papel aceita tudo, né?"
2135.0,2,a gente
2139.0,1,"Você pode dizer ó tem uma outra oportunidade que a gente pode ajudar a Irineu. Nos privados, né? E tem esse outro braço da público que também a gente ajuda, né? Porque os problemas são exatamente os mesmos né? Localização base de clientes tudo que vocês já vão estar amamentando para"
2160.0,4,Vou colocar aqui
2161.0,1,"eles, né? anota esses três pontos aí"
2168.0,4,"É tanto Irineu contra a malance, né? Que a gente pode antecipar."
2172.0,1,"E daí, só que escreva aí é antecipar. E uma lista de clientes quentes. Para eles. E antecipação da operação fixa, né?"
2197.0,4,isso
2199.0,1,"Porque aí eu vou vender caminhão. Ah, mas eu não tenho onde carregar. Ah então daqui dois um ano e meio a gente volta a tentar vender caminhão para você. Eu tenho que começar a pensar no projeto em construir não sei o que lá, né? aí vocês já estão lá ó, já vamos lá, vamos ver o projeto, vamos ver a O móvel né? Já vamos entregar isso em quatro meses pode vender o caminhão em 4 meses em vez de um ano e quatro meses."
2229.0,1,então pontos públicos e privados antecipação da venda de caminhões Mais alguma dessa conversa.
2254.0,2,Desse primeiro tópico acho que não.
2258.0,4,Acho que não tem.
2259.0,1,"Mas antecipação e antecipação é que não ficou escrito ali o antecipação da operação, né que tá dentro."
2267.0,4,"Ah é aqui ó. É aqui, né. Depois Charger provisório que antecipa a infra e valida operações."
2274.0,1,Antecipação de Rota extensão de [UNRESOLVED_ENTITY] Você tem o case da [PARTNER_A] né do
