onset_seconds,speaker_id,text
0.0,1,Boa tarde
3.0,2,Boa tarde [PERSON_A].
6.0,1,Desculpe aí os 10 minutinhos aí. Tava terminando um outro mas vamos
10.0,2,imagina
12.0,1,"lá obrigado aí pela Pela disposição aí de antecipar aí me arruma bastante segunda-feira, minha agenda."
20.0,2,"Sem problema sem problemas. A gente tava numa outra gente externa hoje, né? Ficou um pouco corrido, mas a gente conseguiu aí se terminar agenda lá e vir aqui para o"
34.0,1,certo Quer começar então?
37.0,2,Podemos começar com compartilhar as boas notícias aí? Que quem se voluntária.
47.0,3,"Foi a terceira notícia, na verdade"
51.0,2,"Acho que a gente teve algumas boas visitas e conversas essa semana [PERSON_A]. Acho que todos nós temos algo. A compartilhar eu vou começar então em ordem cronológica na terça-feira, a gente esteve em [UNRESOLVED_ENTITY] que é um possível investidor. E a conversa foi bastante proveitosa também. O cara ele é um origamper. Ele é um visionário o cara vê futuro em não só no que a gente tá pensando em vender, né de carregamento."
82.0,2,"Mas até para o negócio dele de geração de energia, ele vê muito [UNRESOLVED_ENTITY] em trocar gerador diesel por [UNRESOLVED_ENTITY]. pelas pelos de bateria e a conversa foi bem proveitosa, a gente deve ter alguns Extra aí com ele nos Nos próximos dias, ele já comprou um primeiro bass da [PARTNER_D], né? Mas só fica pronto em fevereiro. E a gente inclusive conseguiu deixar mapeado ele como um plano b para o nosso MVP que seria o plano de fazer no diesel. Mas que ainda não é o plano."
121.0,2,A mas a gente já tem esse backup na manga e a conversa foi? bastante proveitosa
126.0,1,Ele ele entendeu e se prontificou ajudar aí no plano B.
131.0,4,sim
133.0,1,Muito bom.
