onset_seconds,speaker_id,text
0.0,1,Bom dia
3.0,2,"Bom dia, [UNRESOLVED_ENTITY]. Tudo bem?"
4.0,1,Tudo ótimo você.
7.0,2,Tudo bem também.
12.0,1,"O Mateus entrou também, bom dia Mateus. tudo"
22.0,2,bom
24.0,1,Como é que foram?
27.0,2,"Tranco acho que tranquilo agora, né? Nesses últimos. Dias aí semana passada foi uma semana meio morta, né? Muita gente de férias ainda em tese. Até nós estamos em férias ainda embora tenhamos feito a reunião. Mas conseguimos fazer algumas coisas tem alguma coisinha outra aí para compartilhar."
48.0,1,ótimo
50.0,2,"Então seguindo até a nossa agenda e já começando, né? Consegue. Nós tivemos uma reunião no final da semana passada, a gente até havia comentado que você que aconteceria, né? A gente teve uma reunião com a [CLIENT_A] e tá tudo certo já martelo batido do dia 20 ao dia 24. A gente vai operar o MVP lá no pátio deles no bairro do [UNRESOLVED_ENTITY] aqui em [LOCATION_B]. conseguimos acordar com eles aí as formas de [UNRESOLVED_ENTITY] e agora semana a gente tem aí bastante trabalho para deixar."
93.0,2,Tudo isso pronto [UNRESOLVED_ENTITY] aí para MVP.
97.0,1,Que dia que é
99.0,2,Começa na próxima segunda Dia 20 vai até sexta dia 24.
103.0,1,Muito bom.
105.0,2,"A gente vai operar lá de segunda a sexta, eles têm dois pontos operando eles têm dois pontos lentos lá. então, a gente já pensou em algumas estratégias como a gente vai divulgar sendo como um serviço rápido para quem não tem como esperar a fila para O Lento a gente vai colocar um banner na entrada do estacionamento. Algo que a gente vai discutir ainda também acerca de se vale a pena a gente panfletar."
135.0,2,Hoje a gente vai fazer arte mandar para [CLIENT_A] eles vão tentar autorização para colocar essa arte no elevador do condomínio. E Nós também vamos fazer algum algumas postagens patrocinadas de [UNRESOLVED_ENTITY] com pro algoritmo fazer isso rodar para proprietários de de elétricos no [UNRESOLVED_ENTITY].
163.0,1,Tá excelente a ideia.
167.0,2,E a ideia? Já é testar inclusive também a cobrança fake que o Zé já deixou [UNRESOLVED_ENTITY] lá já usar cnvp para tentar. Fazer essa validação também.
179.0,1,"E a logística de recarregamento na [PARTNER_A], né?"
182.0,2,"Não porque a plugin que vai ser o parceiro que vai operar com a gente esse MVP, eles têm uma base em [UNRESOLVED_ENTITY] que é muito perto de lá e eles conseguem carregar na base deles então menos de 10 minutos para chegar até a base deles, então vale muito a pena fazer essa recarga lá."
203.0,1,Muito bom.
207.0,2,Aí acho que vocês querem compartilhar alguma coisa senhores também [UNRESOLVED_ENTITY] notícias.
213.0,3,"Essa semana a gente teve também a reunião com a quatro rodas que já envolveu [UNRESOLVED_ENTITY] e envolveu a plugin. Que foi muito bom que já deixou todo mundo na mesma página. A princípio o teste você aliás a reportagem, né? Essa semana na quarta-feira. Mas acabou sendo adiado por dia 28. Mas bom tudo certo. Tá tudo alinhado aparentemente vai ser dia 28 mesmo. Não vai mais adiar. E aí a gente discutir um pouco os planos eu vou ter tudo mais acho que Foi foi bem positiva a reunião."
256.0,1,legal
258.0,2,Mateus
260.0,4,"Bom na minha parte eu queria ressaltar destacar. Aí alguém esteve contigo em [UNRESOLVED_ENTITY] o time de [UNRESOLVED_ENTITY] é responsável por fazer os testes os veículos elétricos dentro da [PARTNER_A]. Então atualmente eles têm dois veículos, né elétricos dois caminhões. E roda em um circuito fechado, né para fazer os testes dentro de uma fazenda em [UNRESOLVED_ENTITY]? E a gente apresentou a ideia a ideia para eles, eles acharam [UNRESOLVED_ENTITY]."
291.0,4,"Eles viram o valor nosso ideia até para durante os testes mesmo. E aí [UNRESOLVED_ENTITY] procuram a gente fazer um MVP com eles, né? Acho que a partir do dia 28, inclusive que a mesma matéria mesmo gerando matéria da Quatro Rodas. Então basicamente foi isso a gente vê como oportunidade a gente fazer o MVP para aprender um veículo pesado ainda dentro de seis meses."
317.0,1,[UNRESOLVED_ENTITY] e tem o carregador funciona tem capacidade?
321.0,4,"Sim, obviamente que a gente não consegue dar uma carga completa num caminhão, até porque a capacidade de bateria do caminhão é bem grande, né? Mas eles mesmo comentaram que meu se for 10 kg para eles é super importante e já até deram um exemplo que é legal compartilhar com você. Que o caminhão ele tem um pbt né? Uma capacidade máxima de carga e aí vamos imaginar que sejam 20 toneladas."
347.0,4,"só que aí durante a chuva com uma carga fica molhada a capacidade de carga a carga aliás cresce o Esse valor né acaba 32 33 toneladas, por exemplo. E aí a autonomia que ele tinha com a carga seca, por exemplo era de 300 km com aumento três toneladas acabou diminuindo para 200 km e eles falaram que teve caso que ele não conseguiu chegar no carregador. E teve que desacopular a carreta para ir buscar lá transtorno do caramba."
387.0,1,"Bem bom esse teste também ainda tá dentro da [PARTNER_A], vocês ganham um monte de ponto, né?"
392.0,4,sim
396.0,2,[UNRESOLVED_ENTITY] comentar também a reunião que a gente teve com [UNRESOLVED_ENTITY].
401.0,4,"Acho que agora não vai ter mais tempo, né? Já passou os minutinhos aí? não sei se tem outro fórum que a gente pode falar mas"
411.0,2,"Talvez lá nas eixos ou no curso manipula aí, mas beleza é porque também o scorecard não tava na reunião passada, a gente combinou que a gente havia. Avançado, mas tinha algumas dúvidas que a gente considerou fazer a revisão do scorecard. Na sexta agora, né que a gente vai ter a Rock review. a gente por isso que a gente não deixou do dia 13 preenchido combinado é que a gente faça isso juntos aí na sexta-feira mediante algumas dúvidas que a gente tem aí principalmente com relação a custer e [UNRESOLVED_ENTITY] e com isso, então, a gente vai para rock Para Como estão as Rocks? Então Zé o item um aí da Rock, né? Fazer estudo de viabilidade de todas as possibilidades."
475.0,2,de MVP
478.0,3,"Bom a última semana não andou muito para falar a verdade, mas tá um Drag."
485.0,2,"Esse tem dois também então track eu comecei a trabalhar naquele mapa que a gente comentou [PERSON_A], ele vai estar pronto até para mostrar para vocês na sexta-feira. Que vai estar documentando isso aqui os locais onde a gente já tem aí a mão apertada os locais onde a gente vê potencial isso que a gente tem dificuldade. No formatinho de mapa lá e também já com esse teste de tração já tá indo já descartado, né em condomínio e a gente vai fazer já estando agendado para um Office corporativo."
522.0,2,também Então tá bem é um Track. o item três Mateus
