onset_seconds,speaker_id,text
0.0,1,"Bom dia [PERSON_A], beleza?"
1.0,2,Bom dia tudo bom e você?
4.0,1,"Tudo bom? Os meninos estão um pouquinho atrasados, aí acho que eles vão entrar até pelo celular. Tá um trânsito aqui em [LOCATION_C], não sei o que aconteceu. Como eu venho de moto eu pulo o trânsito né? Mas Tá bem travada, não sei o que aconteceu."
34.0,2,Eu não olhei tua planilha ainda.
37.0,1,Não tem problema. Sem problemas.
41.0,2,"Bom dia [UNRESOLVED_ENTITY], tudo bom?"
67.0,3,"Bom dia pessoal. Tudo já tirando o caos aqui no trânsito, tudo bom? Tô estacionando devo chegar no na sala em 57 minutinhos."
82.0,2,Tá faltando.
84.0,1,[UNRESOLVED_ENTITY] ele falou que ia entrar também pelo celular.
87.0,2,penalmente um pouquinho para ver se
92.0,3,"Tá tendo a obra que o BRT aqui de [LOCATION_B] que pega meu caminho para vir aqui para o domo né? Esse fim de semana mudaram a ordem de duas das duas principais [UNRESOLVED_ENTITY] que são fluxo para cá, tá um verdadeiro caos."
110.0,1,"Pelo pelo passo o passo tá travado mano, tá tudo zoado em volta."
115.0,3,"Essa mudança a mudança da obra ferrou com tudo, cara."
120.0,1,"É eu percebi mesmo, tá bem estranho assim. Muito mais trânsito que o normal."
126.0,3,"É essa reta final de incubação, vou ter que encarar esse transistor."
136.0,2,"O Mateus já tá aí, bom dia."
140.0,1,Bom vamos lá vamos compartilhar as primeiras notícias aí.
141.0,4,Bom dia
142.0,2,Tudo bom? Podemos começar então.
152.0,1,"É bom eu acho que vou já falar principal que a gente teve na semana a gente teve uma reunião gera. No começo da semana passada e foi bem positiva porque a gente inclusive fez a reunião presencial lá na [PARTNER_A], eles queriam conversar. Quem foi lá foi o Jorge que é gerente de novos negócios da tecnologia. e basicamente ele foi lá para bom para conhecer a gente para falar no interesse da tecnogera de ser uma parceira forte assim, eles falaram que O modelo de negócio deles serem simples fornecedores não interessava muito para eles."
201.0,1,"Eles vão fornecer por um mês agora na incubação o caminhãozinho, mas eles não tinham interesse de ser só fornecedores. Eles queriam ser parceiros mesmo e ofereceram uma ventre com a [PARTNER_A] para esse projeto. E aí vão mandar a carta de intenção e tudo mais para uma possível joytray é para eles fornecerem mas não só como fornecedor como um sócio mesmo do projeto. Eles ficaram bem animados viram bastante potencial."
236.0,1,"no projeto como um todo tá bem alinhado com que eles querem então foi uma coisa bem boa aí que a gente teve na na semana para e que a gente pretende levar para Os esboços aí, né? Como?"
