onset_seconds,speaker_id,text
0.0,1,Bom dia
1.0,2,Bom dia tudo bem?
3.0,1,Tainá já tá entrando [UNRESOLVED_ENTITY] dia
12.0,3,Bom dia tudo bem?
13.0,1,Tudo ótimo e você?
15.0,3,Tudo certo.
40.0,1,Deixa eu ver não sei acho que não
45.0,3,Ele pediu para entrar ou quer que eu falo com ele aqui?
51.0,1,pediu ainda não pediu deixa eu ver. Não me pediu.
58.0,3,Deixa eu mandar uma mensagem aqui para ele.
84.0,3,"Mandei aqui, mas acho que a gente pode começar agora."
89.0,2,Então vamos lá.
91.0,1,Vai puxando aí então.
95.0,2,Vamos lá começando compartilhando as boas notícias suas boas ou ações também.
103.0,1,tem
105.0,2,"Vamos começar pelas ruas para dar uma animada, a gente fez uma visita lá na [UNRESOLVED_ENTITY] na o desmanche que a gente tava tendo que a visita faz tempo do pessoal que tava na [LOCATION_F] e tudo mais. E a visita foi muito interessante, a gente aprendeu bastante coisa. E a parte ruim é que eles já estão fazendo a nossa ideia."
135.0,3,Também falam sobre sobre eu não sei se você quer já quer se aprofundar nisso.
140.0,1,"Mas não talvez assim, qual é a questão que a gente tem que discutir aí com relação a isso, né?"
147.0,3,"É a gente tem alguns detalhes para te passar e ver sua opinião, porque [UNRESOLVED_ENTITY] a gente não conseguiu chegar em nenhuma conclusão."
154.0,1,Então que nós vamos anotar lá para a gente discutir.
159.0,2,Vou colocar aqui
160.0,3,Talvez revisar a ideia alguma coisa do tipo.
168.0,4,Eu colocaria. Bom dia eu colocaria alguma coisa do tipo. Possivelmente existe um concorrente que tem a mesma ideia Chocolate que é melhor a gente colocar como Possivelmente porque não foi lançado.
184.0,2,Eu vou colocar.
185.0,4,"E a gente vai tentar falar com o cara lá. É porque a ideia foi vendida para a gente desse jeito, né? Tem que falar com o cara que não dá ideia."
198.0,1,Chegaram a falar é só ouvir um falar que tem isso.
201.0,4,O pai do responsável falou.
206.0,3,"É mas assim a gente ainda não falou com exatamente o responsável que é o que a gente tem intuito de marcar uma reunião para entender a fundo sobre e também ver quais são os nossos diferenciais perante a ideia dele se realmente já existe se realmente está em andamento como o pai dele vendeu para gente então assim são hipóteses, né que existe existe a hipótese de que existe uma ideia parecida com a nossa né? E assim se realmente existe o que nos preocupa é o fato dele já ter uma uma rede maior um catálogo de"
242.0,4,uma base
245.0,3,desmanches e peças porque ele a pessoa que já tem o software que como que eu falo posso dizer isso que passa para os desmanche ele vende o
255.0,4,s
256.0,3,"software para os desmanches, então ele tem acesso a todas as peças que estão em cada desmanche que tem o software."
264.0,1,É muito bom.
265.0,3,Não top.
266.0,1,Pode ser excelente parceiro.
269.0,3,Mas assim muito qual que é p a dele
272.0,4,No [UNRESOLVED_ENTITY].
