onset_seconds,speaker_id,text
0.0,1,Eu devia ter comprado outro.
23.0,1,ainda
58.0,2,Tudo bem.
59.0,1,Tudo bom?
60.0,2,Tudo certo. [PERSON_B] comenta que vai atrasar um pouquinho tá indo ainda não comentou nada.
80.0,1,Estamos preparando para as festas.
83.0,2,isso
98.0,1,apareceu
101.0,2,Ah beleza
106.0,3,Bom dia
107.0,1,"Bom dia Tainá, tudo bom?"
109.0,3,Tudo bem e vocês?
112.0,2,Tudo certo.
114.0,3,E essa cara [UNRESOLVED_ENTITY] tá com sono?
116.0,2,eu tô
121.0,3,"Quase Natal, né, gente? O [PERSON_B] acho que vai atrasar um pouquinho a gente pode ir começando."
128.0,2,Ok vamos lá boas.
130.0,3,né
151.0,3,Temos né? [UNRESOLVED_ENTITY]? A gente focou um pouco em na questão de off Grid. E inclusive teve um dos contatos só não me lembro o nome do vocês estão me ouvindo.
167.0,1,Tem uma oportunidade aí em função
167.0,3,"Só não me lembro o nome da empresa solartec. Será que era? Alguma coisa assim. Acho que o celular Tech. E aí eles ligaram, eles acho que o [PERSON_B] mandou uma mensagem para eles explicando por cima a ideia eles Já ligaram em sequência. Para se interesse mais interessante se interessando mais sobre o tema é uma empresa que esse cara na verdade que ligou para a gente eles estão iniciando a compra de um estoque de baterias. E aí eles vão fazer instalações de se eu não me engano no [UNRESOLVED_ENTITY]."
204.0,3,"E assim ele tem intuito de crescer de ano que vem dá um bom nisso aí. e ele pediu para gente mandar um catálogo, então a gente foi atrás de fazer um catálogo focado nas baterias fizemos cálculos de [UNRESOLVED_ENTITY] de bateria verificamos. Qual é a quilometragem das Baterias esse tipo de coisa? Então foi bem positivo, só que quando a gente mandou para ele, né? Ele falou um pouco do preço porque assim esse contato quem passou para a gente foi a [UNRESOLVED_ENTITY] luckesi que ele comprou três baterias da [UNRESOLVED_ENTITY] luckesi de veículos da bioid que caíram da cegonha mas eram veículos eram enfim e acho que foi 20 mil foi bem barato né Então, ele reclama assim, ele falou."
257.0,3,"Ah, não tem como melhorar esse preço coisa do tipo assim, mas acho que não foi um grande problema e a gente inclusive colocou um valor em cima do valor que a gente pegou da dos desmanches da [UNRESOLVED_ENTITY] enfim. Então foi um primeiro contato que foi bem interessante. A gente ficou bem animado. Vamos esperar agora para ano que vem se ele vai retornar, enfim, mas e atrás de mais clientes agora que a gente combinou, né?"
289.0,1,disso agora.
292.0,3,"Eu acho que depende da gente não tenho certeza. Porque ele já tem um estoque, né? [UNRESOLVED_ENTITY]? Ele vai utilizar esse estoque. E aí ele vai continuar ofertando para as pessoas ali das fazendas. Enfim. E aí ele vai precisar de mais."
310.0,1,Vocês tem que arrumar a bateria.
310.0,3,"E aí sim vem a oportunidade, mas para agora acho que não tem muito que a gente faça."
320.0,2,exatamente
321.0,1,"Esse é de vocês, né oportunidade"
322.0,3,é
324.0,1,é essa tem que arrumar a bateria. para conexão do Consumidor e do
328.0,2,Vamos abrir aqui tá fácil não tá
332.0,1,Produtor
333.0,3,"Sim, é mas o nosso catálogo até que tem bastante bateria. Ficou bem legal. A gente pode até depois se você quiser compartilhar."
343.0,1,gostaria de
343.0,3,"Ficou bem bem bonitinho, porque a gente estava com muita dificuldade. No começo ali de encontrar baterias, né disponíveis e agora não não foi tão difícil assim encontrar outras para Popular o catálogo."
360.0,1,Que bom quantas são lá que tem
362.0,3,"Você acho que tem umas 14 será gente, você consegue abrir aí?"
367.0,2,no times.
368.0,3,Tá no jeans?
369.0,1,"Ó, esse daí eu já é um score Card, né?"
374.0,3,"Ah, é verdade, a gente já percebeu."
374.0,1,"Porque imagine lá no Pit a gente mostrando que está subindo né? 14 unidades de 15 20, sabe"
386.0,3,Até porque no início era uma grande dificuldade.
389.0,1,"É esse é um score. Card super positivo, quer dizer tem tração para quem está oferecendo bateria, né? agora temos que só achar quem compra bateria, né para fazer a"
401.0,3,"Sim, eu vejo [UNRESOLVED_ENTITY] outra outra boa novidade também aqui a gente deu início no tráfego pago do [UNRESOLVED_ENTITY] ali Facebook para divulgação teve aqui assim não é um público grande, né? Então teve poucas até o momento depois o [PERSON_B] pode confirmar os números direitinho, mas teve poucas visualizações cliques enfim, mas é que eu acho que realmente é um mercado um pouco mais difícil, mas específico. Acho que quem realmente clica quem realmente se interessa."
433.0,1,Não bacana. E aí já tá armado
434.0,3,"E também tem essa questão de ser final do ano tem tudo esse problema aí, né? De pessoal dar uma pausa nisso, então se a gente não conseguir nem contato com esse tráfego. A gente vai fazer um novo em janeiro ali para o mês de Janeiro para dar uma testada também no mercado se foi realmente por conta dessa funcionalidade do período."
460.0,1,para fazer mais vezes? Assim que precisar né?
463.0,3,Com certeza
464.0,1,Já tá já tenho aprendizado e super legal.
468.0,3,"Sim, sim."
470.0,1,duas boas notícias
472.0,3,"É assim, eu acho que é o mercado é muito bom é um pouquinho difícil entrar Talvez né, mas eu vejo que é um mercado bom esse dia off Grid, viu [UNRESOLVED_ENTITY]."
485.0,1,legal
486.0,3,"é muito o cara, inclusive da sua artec, eu tô me estendendo aqui, né, mas o cara da sulartec ele inclusive comentou conosco que Muitos lugares, sei lá fazendas. Enfim, eles eles preferem ter híbrido, né que a gente entende como parte elétrica e parte por bateria assim, sabe?"
509.0,1,certo
510.0,3,Então é uma oportunidade.
515.0,1,Muito bom.
515.0,3,"Ele até fala no áudio o futuro é híbrido, né? Alguma coisa assim, ele mandou para gente."
522.0,2,"É uma coisa que estão querendo apostar forte, né? Mas é isso mesmo a 14 baterias catalogadas."
529.0,1,"É esse dá para começar a pôr no score [UNRESOLVED_ENTITY] hoje tem 14 depois um vamos ver como é que cresce, né?"
539.0,2,"Bom, beleza. Vamos seguir então com o A gente revisou os valores e acho legal a gente até acrescentar então aí essa questão de baterias catalogadas certo."
553.0,1,"Porque baterias nós estamos vendo assim, estamos olhando o lado da oferta, né? É lógico que daqui a pouco tem o lado dos outros que são visualizações, né que você já tem também indicadores aí né? Porque um indicador é número de visualização O último é número de fechamentos, né? Mas talvez talvez no começo a gente tem que lutar pelo visualização mesmo que nem vocês estão fazendo agora. Se ninguém quiser ninguém estiver visualizando esse catálogo, né? Nós não vamos conseguir fechar nenhum negócio, né? Então é super importante esse indicador agora."
606.0,2,"Beleza então e o restante aqui a gente revisou aí nas últimas semanas, segue que vou mudar. Esse contato com interesse via contato direto ou via anúncio e agora eu coloquei a parte aqui na baterias."
623.0,1,medindo
627.0,2,exatamente
627.0,1,o lado do consumidor
632.0,2,agora que
633.0,1,[UNRESOLVED_ENTITY] cliques vocês podem colocar esses indicadores que são positivo para estressar?
643.0,2,"Eu acho o [PERSON_B], ele tá com esses números mais fáceis. Mas a gente pode abrir uma linha extra aqui então também de número de visualizações do anúncio."
651.0,1,"[UNRESOLVED_ENTITY] normalmente tem visualizações Se visualiza e de vez em quando a pessoa clica que é o interesse maior, né?"
661.0,2,"Sim, que no caso esse interesse é maior a gente está considerando aqui, né? Contatos com interesse."
667.0,1,"É daí veja, talvez vocês troquem aí, já que vocês estão com essa ferramenta, né para cliques ou essa daí é contatos meio no analógico ali no WhatsApp e tal."
678.0,2,WhatsApp exatamente
679.0,1,Então daí no canal digital é cliques. start
687.0,2,É como a gente não tem um site propriamente dito hoje o que o anúncio faz é encaminha direto para o WhatsApp corporativo nosso aí. Então é mais fácil medir em contatos mesmo.
701.0,1,"Porque porque é um funil, né? Que é o funil de vendas, né? Tantos visualizaram tantos clicaram tantos entraram em contato. Porque quando a pessoa clica ela tá obtendo tá pegando mais informações, mas ainda não teve informações suficiente para gerar ela entrar em contato então. É três estepes."
731.0,2,Um dos outros depois eu entro nisso. Vamos então para o rock review aqui no caso aqui Tainá testar oferta de testar oferta de baterias e módulos para todos os costumes segmentos através de abordagens do tipo Mágico de Oz gerar tabela de consumo segmentos também de mercado tipo de bateria de interesse e principais filtros e demandas. Fazer isso tudo sensação de volume de bateria desesperada para os próximos anos pesados de leve e gerar ao menos uma transação imediata.
