second,speaker_id
0,2
1,2
2,2
3,1
4,1
5,2
6,2
7,2
8,2
9,1
10,1
11,1
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,1
35,1
36,1
37,1
38,1
39,1
40,2
41,2
42,2
43,2
44,1
45,3
46,2
47,2
48,2
49,1
50,1
51,1
52,1
53,2
54,2
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,4
76,4
77,4
78,4
79,4
80,4
81,4
82,2
83,2
84,2
85,2
86,4
87,4
88,4
89,4
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,3
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,3
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,3
141,4
142,3
143,3
144,3
145,3
146,3
147,3
148,3
149,3
150,3
151,3
152,3
153,3
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,4
162,4
163,4
164,4
165,4
166,3
167,3
168,4
169,4
170,4
171,4
172,4
173,4
174,4
175,4
176,4
177,4
178,4
179,4
180,4
181,4
182,4
183,4
184,4
185,4
186,4
187,4
188,4
189,4
190,4
191,4
192,4
193,4
194,4
195,3
196,3
197,4
198,4
199,4
200,1
201,1
202,1
203,1
204,4
205,4
206,4
207,4
208,4
209,4
210,4
211,4
212,4
213,4
214,4
215,4
216,4
217,4
218,4
219,4
220,4
221,4
222,4
223,4
224,4
225,4
226,4
227,4
228,4
229,4
230,4
231,4
232,4
233,4
234,4
235,4
236,4
237,4
238,4
239,4
240,4
241,4
242,4
243,4
244,4
245,4
246,4
247,4
248,4
249,4
250,4
251,3
252,4
253,4
254,4
255,4
256,4
257,4
258,4
259,4
260,4
261,4
262,4
263,4
264,4
265,4
266,4
267,4
268,4
269,4
270,4
271,4
272,4
273,4
274,4
275,4
276,4
277,4
278,4
279,4
280,4
281,4
282,4
283,4
284,4
285,4
286,4
287,4
288,4
289,4
290,4
291,4
292,4
293,4
294,4
295,4
296,4
297,4
298,4
299,1
300,1
301,1
302,1
303,1
304,4
305,4
306,4
307,4
308,4
309,4
310,4
311,4
312,4
313,4
314,3
315,3
316,3
317,1
318,1
319,4
320,4
321,4
322,4
323,4
324,4
325,4
326,3
327,3
328,3
329,3
330,4
331,4
332,1
333,4
334,4
335,1
336,1
337,4
338,4
339,4
340,4
341,4
342,4
343,4
344,3
345,3
346,4
347,4
348,4
349,1
350,1
351,2
352,2
353,2
354,2
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,2
363,2
364,2
365,2
366,2
367,3
368,3
369,3
370,4
371,4
372,4
373,4
374,4
375,4
376,4
377,4
378,4
379,4
380,4
381,3
382,3
383,4
384,4
385,4
386,4
387,4
388,1
389,1
390,1
391,4
392,4
393,4
394,4
395,2
396,2
397,2
398,1
399,4
400,2
401,2
402,2
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,2
412,2
413,2
414,2
415,2
416,2
417,2
418,2
419,2
420,2
421,2
422,2
423,2
424,3
425,3
426,3
427,3
428,3
429,3
430,3
431,3
432,3
433,2
434,3
435,2
436,2
437,2
438,3
439,3
440,3
441,3
442,3
443,3
444,3
445,4
446,4
447,4
448,4
449,4
450,4
451,4
452,4
453,4
454,3
455,3
456,3
457,3
458,3
459,4
460,4
461,2
462,2
463,2
464,2
465,3
466,3
467,3
468,2
469,2
470,2
471,2
472,2
473,2
474,2
475,2
476,3
477,3
478,3
479,3
480,3
481,3
482,3
483,3
484,2
485,2
486,3
487,3
488,3
489,2
490,2
491,2
492,2
493,3
494,3
495,3
496,3
497,3
498,3
499,2
500,3
501,3
502,3
503,3
504,3
505,3
506,3
507,3
508,4
509,4
510,4
511,4
512,3
513,3
514,2
515,2
516,2
517,2
518,1
519,1
520,4
521,4
522,4
523,4
524,2
525,2
526,2
527,2
528,2
529,2
530,2
531,2
532,2
533,2
534,2
535,4
536,2
537,2
538,2
539,2
540,2
541,2
542,2
543,2
544,2
545,2
