second,speaker_id
0,1
1,1
2,2
3,1
4,1
5,2
6,2
7,2
8,1
9,1
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,1
24,2
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,3
42,3
43,3
44,3
45,3
46,2
47,2
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,1
74,1
75,1
76,1
77,1
78,1
79,2
80,2
81,2
82,2
83,2
84,1
85,1
86,1
87,1
88,1
89,1
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,1
100,1
101,1
102,1
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,1
112,1
113,1
114,2
115,2
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,1
143,1
144,1
145,1
146,2
147,2
148,2
149,2
150,1
151,1
152,2
153,2
154,2
155,2
156,2
157,2
158,2
159,2
160,2
161,2
162,2
163,2
164,2
165,2
166,2
167,2
168,2
169,1
170,1
171,1
172,1
173,1
174,2
175,2
176,2
177,1
178,1
179,1
180,1
181,2
182,2
183,2
184,2
185,2
186,2
187,2
188,2
189,2
190,2
191,1
192,1
193,1
194,2
195,2
196,2
197,2
198,2
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,1
226,1
227,1
228,1
229,1
230,1
231,2
232,2
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,4
243,4
244,4
245,4
246,4
247,4
248,4
249,4
250,5
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,5
261,5
262,5
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,5
271,5
272,5
273,5
274,5
275,1
276,1
277,1
278,1
279,1
280,5
281,5
282,5
283,5
284,5
285,5
286,5
287,5
288,5
289,5
290,5
291,5
292,5
293,5
294,5
295,5
296,5
297,5
298,5
299,5
300,5
301,5
302,5
303,5
304,2
305,5
306,5
307,4
308,4
309,4
310,4
311,1
312,1
313,1
314,2
315,2
316,4
317,4
318,4
319,4
320,4
321,4
322,4
323,4
324,4
325,4
326,4
327,4
328,4
329,4
330,4
331,4
332,4
333,4
334,4
335,4
336,2
337,2
338,2
339,2
340,5
341,4
342,4
343,4
344,4
345,4
346,4
347,5
348,4
349,4
350,4
351,5
352,5
353,5
354,5
355,5
356,5
357,5
358,5
359,5
360,5
361,5
362,5
363,2
364,2
365,5
366,5
367,4
368,4
369,4
370,4
371,4
372,4
373,4
374,4
375,4
376,2
377,2
378,5
379,5
380,5
381,5
382,5
383,5
384,4
385,2
386,2
387,2
388,5
389,4
390,4
391,4
392,4
393,4
394,4
395,4
396,4
397,4
398,4
399,4
400,2
401,2
402,4
403,4
404,4
405,2
406,2
407,2
408,2
409,2
410,4
411,4
412,4
413,2
414,2
415,2
416,2
417,4
418,2
419,2
420,2
421,2
422,2
423,2
424,2
425,2
426,2
427,2
428,2
429,2
430,2
431,2
432,2
433,2
434,2
435,2
436,2
437,2
438,2
439,2
440,2
441,2
442,2
443,2
444,2
445,2
446,2
447,2
448,2
449,2
450,2
451,2
452,2
453,5
454,5
455,5
456,5
457,5
458,5
459,5
460,5
461,5
462,5
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,2
472,2
473,2
474,2
475,2
476,2
477,2
478,2
479,2
480,2
481,4
482,4
483,4
484,4
485,4
486,5
487,5
488,5
489,1
490,1
491,4
492,4
493,4
494,4
495,5
496,5
497,4
498,4
499,4
500,4
501,4
502,4
503,4
504,4
505,4
506,4
507,4
508,4
509,4
510,4
511,4
512,4
513,4
514,4
515,4
516,4
517,4
518,4
519,4
520,4
521,4
522,4
523,4
524,4
525,4
526,4
527,4
528,4
529,4
530,1
531,1
532,1
533,4
534,4
535,4
536,4
537,4
538,4
539,4
540,4
541,4
542,4
543,4
544,4
545,4
546,4
547,4
548,4
549,4
550,4
551,4
552,4
553,5
554,5
555,1
556,1
557,1
558,1
559,1
560,1
561,5
562,5
563,5
564,5
565,5
566,5
567,5
568,5
569,5
570,4
571,4
572,4
573,4
574,4
575,4
576,4
577,4
578,4
579,4
580,4
581,4
582,4
583,4
584,4
585,4
586,4
587,4
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,4
599,4
600,4
601,4
602,4
603,4
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,5
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,4
624,4
625,4
626,4
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,1
640,1
641,1
642,1
643,1
644,1
645,4
646,4
647,1
648,1
649,1
650,1
651,2
652,2
653,2
654,2
655,2
656,2
657,5
658,5
659,5
660,5
661,5
662,5
663,5
664,5
665,5
666,5
667,5
668,5
669,5
670,5
671,5
672,5
673,5
674,5
675,5
676,5
677,5
678,5
679,5
680,5
681,5
682,5
683,5
684,5
685,5
686,5
687,5
688,5
689,5
690,5
691,5
692,5
693,5
694,5
695,5
696,5
697,5
698,5
699,5
700,5
701,5
702,5
703,5
704,5
705,5
706,5
707,5
708,5
709,5
710,5
711,5
712,5
713,5
714,5
715,5
716,5
717,5
718,5
719,5
720,5
721,5
722,5
723,5
724,5
725,5
726,5
727,5
728,5
729,5
730,5
731,1
732,1
733,1
734,1
735,5
736,5
737,5
738,5
739,5
740,5
741,5
742,5
743,5
744,5
745,5
746,5
747,5
748,5
749,5
750,5
751,5
752,5
753,5
754,5
755,5
756,5
757,5
758,5
759,5
760,5
761,5
762,5
763,5
764,5
765,5
766,5
767,5
768,5
769,5
770,5
771,5
772,5
773,5
774,5
775,5
776,5
777,5
778,5
779,5
780,5
781,5
782,5
783,5
784,5
785,5
786,5
787,5
788,5
789,5
790,5
791,5
792,5
793,5
794,5
795,5
796,5
797,5
798,5
799,5
800,5
801,5
802,5
803,5
804,5
805,5
806,5
807,5
808,5
809,5
810,5
811,5
